,Gene Name,D0 vs. D45 Log2 Fold Change,D0 vs. D45 p-value
32352,POU5F1B,-1.061423569,0.07539384
32353,MIR3126,-1.061423569,0.07539384
32356,TMEM104,-0.856945216,0.075428345
32361,MAP3K6,-0.848630918,0.075448674
32363,DNAJC8,-0.936140822,0.075458856
32365,LMNTD2,-0.844968591,0.075478465
32366,OR9G1,0.927088473,0.075571126
32367,CXCL16,-0.912597203,0.075571126
32369,OR9G9,0.927088473,0.075571126
32371,C15orf62,-0.880422513,0.075611325
32377,TMEM246,0.832846154,0.075630638
32379,KRTAP20-4,0.960624622,0.075634966
32380,CYP4A11,-1.165061264,0.075660626
32390,DMAC1,0.838907608,0.07570126
32404,STAC2,-0.862355339,0.075722019
32406,LINC01649,-1.061904695,0.075731575
32407,FCHSD2,0.836667486,0.075732236
32408,NAT9,-0.855408181,0.075737529
32423,SMPD2,0.83554695,0.075742362
32424,KANTR,0.85586304,0.075743052
32433,MIR211,-1.000784673,0.075783502
32434,POPDC3,-0.975770751,0.075783502
32435,LOC101927815,1.051186782,0.075783502
32437,MIR195,-0.894261157,0.0757985
32440,VSTM4,0.862707281,0.07582613
32442,MRPL20,-0.888210536,0.075826295
32447,CDC42EP2,-0.85231834,0.075863825
32450,ZNF207,-0.879447635,0.075972191
32453,SEMA4F,0.836150381,0.076006265
32458,LINC00971,0.973580369,0.07602835
32459,LOC101928902,-0.84752789,0.076037732
32461,JMJD7-PLA2G4B,-0.857842097,0.076113747
32463,NFIL3,0.837419427,0.076134968
32466,TM6SF1,-0.88656951,0.076209776
32480,MIR3691,-0.967116478,0.076263862
32482,KISS1R,-0.878598571,0.076284516
32483,MLIP-AS1,0.885816177,0.076284516
32485,MIR6795,-0.87082864,0.076284516
32486,MIR5008,-0.889460512,0.076284879
32487,LOC101928725,0.832378358,0.076291143
32492,PSMC4,0.847924318,0.07635903
32493,BBS4,-0.860401864,0.076360767
32494,DNM1P35,-0.849032955,0.076365675
32495,BHLHE40-AS1,0.826709638,0.076373934
32498,DUSP19,0.831228722,0.076384306
32529,MIR2467,-1.021525309,0.076436272
32530,OR4C45,1.067767706,0.076436272
32535,ACAD10,-0.870163763,0.076446695
32537,PLXDC1,-0.870163763,0.076446695
32538,CYP2C19,1.003448101,0.076449188
32539,WDR27,0.844421873,0.076454605
32541,ZNF669,0.833703929,0.076484402
32548,SIX6,0.833088266,0.076540744
32549,C1R,-0.870554186,0.076557409
32550,TM9SF1,0.850510513,0.076561057
32553,LINC01362,0.913035029,0.07658113
32555,SSX6P,-1.273028574,0.076630419
32556,PCDHB8,-1.273028574,0.076630419
32557,LINC00904,-1.273028574,0.076630419
32558,LOC105378127,-0.919579513,0.076662683
32559,PLPP3,-0.844312733,0.076681517
32563,LOC100499489,0.845244809,0.076736839
32565,LOC100507002,-0.876074031,0.076818452
32567,BCL2L12,-0.860489529,0.076831125
32581,NAA30,0.831456805,0.07695334
32583,CDCA7L,0.828349837,0.076971931
32586,LOC102724484,-0.957629,0.076978298
32590,FBXO10,0.847178158,0.076994548
32591,RRAD,-0.863615226,0.07701126
32620,TMEM176A,0.857734762,0.077273176
32621,LINC01684,0.95322424,0.077312496
32630,FMC1,0.826073131,0.077368228
32631,ZFP36,-0.863875095,0.077373308
32634,WNT2,0.830586178,0.077437237
32635,GCN1,-0.867941134,0.077470148
32636,ZNF280B,0.883740039,0.077476543
32640,JMJD7,-0.851360186,0.077562039
32641,EIF4G1,-0.915589191,0.077566357
32642,CLRN2,-0.929640095,0.077566357
32643,LINC00488,0.867227707,0.077600099
32644,MRPL58,-0.85011575,0.077623393
32647,NKAP,0.857523539,0.077668734
32648,RPS6,0.829219126,0.077670366
32649,MIR6755,-1.096758472,0.077672972
32652,MIR7975,-1.096758472,0.077672972
32653,LINC00115,-1.096758472,0.077672972
32654,MIR633,-1.096758472,0.077672972
32655,STK11IP,-0.840071406,0.077686152
32656,ZDHHC9,0.828573742,0.077699319
32657,MAPK6,0.831144763,0.077732177
32658,ALDH1L2,-0.841509675,0.077734173
32662,MIR4524B,-0.944646253,0.077757584
32663,C21orf91-OT1,1.026300241,0.077792584
32665,FLJ39095,0.83055763,0.077799944
32667,LEMD2,-0.88564195,0.07784524
32668,HMX3,-0.84693466,0.07784569
32669,INTS11,-0.852471596,0.077863094
32674,HIGD2B,-0.853099757,0.07799387
32677,CNGA3,0.857363351,0.078022171
32678,RAB40A,-1.01560448,0.07804652
32680,MIR5590,-1.01560448,0.07804652
32681,CEMIP,-0.84645224,0.078121628
32688,AK1,-0.900642135,0.078150446
32689,NRADDP,-0.861759779,0.078154617
32691,MYO3A,0.834373746,0.078174267
32693,MED31,-0.872938133,0.078193459
32694,KRT8P41,-0.973380962,0.078246518
32695,LOC149373,-0.973380962,0.078246518
32696,CCDC97,-0.861055478,0.078271936
32697,SNAR-C1,-5.804517966,0.078275666
32699,GPAT2,-5.804517966,0.078275666
32700,SMN2,-5.804517966,0.078275666
32707,SMN1,-5.804517966,0.078275666
32710,SNAR-C2,-5.804517966,0.078275666
32711,SNAR-C5,-5.804517966,0.078275666
32712,OPN1MW3,-5.804517966,0.078275666
32713,TMLHE-AS1,-5.804517966,0.078275666
32715,OR4F17,-5.804517966,0.078275666
32716,USP17L8,-5.804517966,0.078275666
32717,FAM90A25P,-5.804517966,0.078275666
32719,LOC101927830,-5.804517966,0.078275666
32723,FAM156B,-5.804517966,0.078275666
32732,OPN1MW,-5.804517966,0.078275666
32733,GOLGA8N,-5.804517966,0.078275666
32736,OPN1MW2,-5.804517966,0.078275666
32739,GOLGA8R,-5.804517966,0.078275666
32740,LOC101927050,5.340550674,0.078275666
32743,KCNK4-TEX40,-0.895114103,0.078301545
32744,LINC01505,0.895032715,0.078314026
32745,ST7-AS1,0.825394041,0.078318811
32746,THORLNC,0.836207843,0.078329591
32750,NOS3,-0.865745585,0.078345494
32754,BIRC3,0.848166108,0.078414779
32756,CDKN2AIP,0.827082885,0.07846581
32758,C1QL4,-0.859353497,0.078479563
32759,LINC00937,0.892370626,0.078494729
32764,RASSF7,-0.839313555,0.078507099
32765,FOXN2,0.819429469,0.078520865
32766,SCN8A,0.836636194,0.07853226
32774,MSR1,0.910439878,0.078557268
32775,RPUSD4,-0.836827005,0.078564368
32779,MIR661,-0.852473054,0.078590544
32781,MIR5194,-0.952848283,0.078605106
32782,SCP2,-0.952848283,0.078605106
32785,NIF3L1,-0.933528892,0.078605106
32786,ZNF398,0.83768126,0.0786352
32787,CHRNA10,-0.900380762,0.078684147
32788,VWC2L-IT1,-0.900380762,0.078684147
32792,NR4A3,0.820047599,0.078700469
32793,COG5,0.827422284,0.078726943
32796,SRCIN1,-0.835439251,0.078731695
32797,LAMP5,0.832819902,0.078784364
32798,PURB,0.837640922,0.078808758
32804,SPRED2,-0.939967295,0.078892865
32805,PWWP3A,-0.939967295,0.078892865
32808,IGFBP7,0.844994937,0.078940343
32813,HMCN1,0.819723491,0.078977532
32814,PUS10,0.831889603,0.079008226
32815,ANKDD1A,-0.865619219,0.079011011
32816,PLA2G6,-0.843278786,0.079013145
32825,TEKT1,-0.871032113,0.079079716
32826,DAAM2,-0.871032113,0.079079716
32827,SNORD114-7,-1.35907734,0.079110588
32828,SNORA22,-1.272543998,0.079110588
32829,LOC101929124,-1.35907734,0.079110588
32830,MIR519E,-1.35907734,0.079110588
32832,MIR369,-0.924457235,0.079126961
32833,ZNRF3-AS1,-0.865662893,0.079142998
32838,LOC692247,-0.84175948,0.079163441
32839,MTF1,-0.84175948,0.079163441
32840,SEC14L1P1,-0.963260276,0.0792142
32841,LOC105374454,-0.963260276,0.0792142
32842,H2BFWT,-0.963260276,0.0792142
32843,RACGAP1P,-0.987037402,0.0792142
32844,RGS9,-0.870469931,0.079305834
32846,LOC102724804,-0.930686978,0.079319691
32847,GPR119,-0.915286114,0.079319691
32848,HSPB8,-0.88197169,0.079372952
32849,GCSAML-AS1,-0.88197169,0.079372952
32850,THCAT155,-0.850947822,0.07937557
32853,GRSF1,0.820401086,0.079501462
32854,RNF112,-0.880780386,0.079513824
32857,ALKBH3-AS1,0.883003352,0.079574117
32858,FAM50B,-0.854048205,0.079576262
32859,OR2G6,0.993502042,0.079583428
32861,PNMA6F,-0.909831246,0.079614727
32862,LOC105375843,0.838436485,0.079640393
32864,MARK1,0.823140877,0.079687382
32869,TAFA3,-0.863030613,0.079724011
32873,GUCY1B2,-0.899178885,0.079728793
32874,MSRA,-1.009406672,0.079769983
32875,PTPRH,-1.04031582,0.079769983
32876,ADGRE5,-1.04031582,0.079769983
32879,MEFV,-1.009406672,0.079769983
32882,ZNF281,0.816453398,0.079794861
32885,MRS2,-0.833610122,0.079800709
32888,HEXA,-0.870641907,0.07980386
32891,EMID1,-0.863231184,0.07980386
32893,CR2,-0.847061968,0.079813289
32895,ING2,0.81684962,0.079866744
32896,HIST1H2BI,-0.839799528,0.07988
32897,ABHD1,-0.896033099,0.079909771
32898,SPR,-0.863566376,0.079929564
32899,RPL13,-0.856999022,0.079929564
32900,TPD52,-0.890861664,0.079982079
32905,SPOCK1,-0.857914822,0.080023299
32906,NEU3,-0.843834503,0.080078968
32911,COX4I2,-0.878776929,0.080099895
32912,ST7-OT4,0.819171428,0.080117743
32913,ATG4D,-0.871914655,0.080148145
32917,TMEM33,0.835514761,0.080151429
32918,C19orf25,-0.88708852,0.080190701
32919,ST6GALNAC2,-0.877821263,0.080190701
32920,ZNF425,0.832090371,0.080206094
32921,ZNF295-AS1,0.833490126,0.080206094
32924,UPK3A,-0.877001472,0.080261885
32927,HELZ,-0.833261248,0.080298285
32928,KCNJ2,0.815823892,0.080327618
32935,NHEG1,-1.004688944,0.080331892
32938,LOC284454,-0.863100331,0.080342503
32939,ZNF767P,0.829844983,0.080408453
32941,GPR37,0.813644996,0.080427113
32944,PMP22,-0.913322037,0.080494166
32949,NRAS,0.844302765,0.080562301
32950,IFNAR1,0.835855521,0.080586934
32952,ZFHX2,0.838869032,0.080591617
32958,C11orf91,0.820918155,0.080601749
32959,HSPA14,0.820863227,0.080602177
32961,NLRP3,-0.908273228,0.080650395
32964,MIR8079,-0.981510265,0.080720842
32965,GALNT1,-0.981510265,0.080720842
32966,AWAT2,-0.981510265,0.080720842
32972,CCDC90B,0.812865094,0.080796917
32981,ATRNL1,0.815132243,0.080857234
32987,LINC01530,0.843901682,0.080881669
32993,EGR4,-0.840383224,0.08091738
32994,MIR632,-0.868398617,0.080919809
32995,TBX21,-0.868398617,0.080919809
32996,ZNF542P,-1.074266735,0.080923436
33003,SCYL1,-0.845443816,0.080935716
33005,RDH5,-0.845811087,0.080941216
33006,RPL17,-0.849413203,0.080942488
33007,HCRT,-0.849413203,0.080942488
33008,C1QTNF2,-0.851016877,0.080943394
33010,IKZF3,-0.957493142,0.080994571
33015,UGT2B15,-0.957493142,0.080994571
33026,MRPS14,0.82287536,0.081027237
33027,FAM110B,0.817299273,0.081056065
33031,MIR6730,-0.962718383,0.081189348
33032,PRKG1-AS1,0.816053626,0.081190602
33044,UBN2,0.817754776,0.081294233
33045,TPBG,0.812570829,0.08130452
33046,GEMIN5,-0.827637751,0.081320261
33049,IRF3,-0.845760504,0.081362771
33062,JDP2,-0.931956702,0.081428568
33063,SLAMF9,-0.931956702,0.081428568
33068,LINC02093,-0.917421396,0.081499611
33070,CRHBP,0.844504469,0.081537596
33071,STEAP1,0.832263743,0.081542746
33072,LINC00440,0.945149906,0.081549463
33073,LINC02554,-0.90900181,0.081549463
33076,FMC1-LUC7L2,0.815315056,0.081570513
33077,ARHGEF9-IT1,0.922153,0.081583531
33078,ADAM12,-0.87812314,0.081599718
33083,SNORD73B,-0.894242287,0.081618967
33087,RPL34,0.819569776,0.081690938
33094,PPP4R3B,0.811529722,0.08180016
33100,EFCC1,-0.847590679,0.081892306
33101,SNHG26,0.826209271,0.081904842
33102,KLF7,0.8605494,0.081917598
33109,SPRR2B,1.023433415,0.082050571
33110,MSANTD2,-0.998718074,0.082050571
33111,PCDHGA8,-1.077686904,0.082082103
33113,LOC644634,-1.077686904,0.082082103
33117,DKK1,0.813800546,0.082184311
33118,BUB1,0.830123642,0.08220096
33119,HDHD3,-0.83241494,0.082226517
33121,ADAMTSL3,-0.824587571,0.082252957
33124,RORB,0.811373062,0.082354288
33125,LOC101927410,0.893278618,0.082371788
33126,RTL8C,0.840241175,0.082393557
33127,PRPF3,-0.886198326,0.082410724
33133,SETD7,0.818216396,0.08246162
33137,LINC01624,-0.951824906,0.082486086
33139,STOML3,-0.903039706,0.082563071
33140,PLCD4,-0.89034846,0.082563071
33141,COL13A1,-0.835855915,0.082603193
33158,LOC102725021,0.926881162,0.08262583
33160,LINC00470,0.934651093,0.08262583
33161,GADD45GIP1,-0.907336982,0.08262583
33162,ARHGAP11B,0.926881162,0.08262583
33172,ALPK2,-0.93868268,0.082637289
33175,ZNF783,-0.93868268,0.082637289
33176,RIPPLY2,0.814776688,0.082640651
33180,RPL34-AS1,0.815512391,0.082650725
33181,RWDD2B,0.852094736,0.082651984
33182,LINC00989,-0.912772406,0.082661199
33183,OR2AJ1,0.945498732,0.082661199
33184,MAATS1,0.813347174,0.082757384
33188,BRINP3,0.812374,0.082770019
33189,VAV3,0.81361345,0.082781424
33190,GDF5,-0.865648982,0.082785472
33191,LOC101927751,-0.832199153,0.082824862
33194,SNORD114-10,-1.144012174,0.082868534
33195,OR1L4,-1.144012174,0.082868534
33196,TLR8-AS1,-1.144012174,0.082868534
33201,LOC101927418,-0.838542341,0.082954589
33204,GMIP,-0.846240775,0.082982794
33208,CLCF1,-0.837551553,0.083040401
33214,MMP14,-0.851941025,0.083096786
33215,DOCK8,0.830611942,0.083112353
33216,RNF144A-AS1,-0.819916053,0.083147168
33217,MCHR1,-0.865489031,0.083155973
33218,LOC101928909,-0.856268463,0.083157748
33219,FRMD5,0.817927741,0.083231847
33222,MAPK7,0.818061056,0.083283929
33223,CFAP54,0.81999126,0.083284626
33226,MIR328,-0.876372706,0.083301893
33227,AEN,-0.826749082,0.083304801
33228,HOXA11-AS,-0.850080957,0.083358699
33229,SLC1A6,0.844592934,0.083435962
33231,LINC01444,0.917919176,0.083459006
33232,LOC102467081,0.911230022,0.083459006
33233,GTF2H1,0.819132302,0.083556006
33234,MIR378A,-0.83564806,0.083571687
33243,NOP53,-0.871373992,0.083591331
33246,BCORL1,-1.021973977,0.083606198
33247,CST4,-1.021973977,0.083606198
33248,KCTD4,-0.988941628,0.083606198
33249,MIR1343,-0.988941628,0.083606198
33250,DRD3,-1.021973977,0.083606198
33252,LOC101927166,-0.988941628,0.083606198
33254,LINC02127,-1.021973977,0.083606198
33255,EHHADH,-0.892145059,0.08362505
33257,CCDC9B,-0.865568999,0.083677092
33259,MIR3939,0.811782155,0.083705117
33260,DKKL1,-0.82130205,0.083716317
33263,TTC23L,0.814687162,0.08375426
33264,KIAA0930,-0.895406539,0.083793649
33265,MIR410,-0.910807403,0.083793649
33266,LINC00519,-0.910807403,0.083793649
33267,BTF3,0.833186388,0.083798599
33269,LINC01424,-0.848522971,0.083822595
33270,MARCH10-DT,-0.839420121,0.083825794
33271,OLA1,0.811382651,0.083827808
33274,TCEAL7,0.824683582,0.08383646
33275,OR5H14,1.037765832,0.083887423
33278,DEFB124,-0.917273264,0.083949261
33279,KRT87P,-0.917273264,0.083949261
33280,ADAM1A,-0.917273264,0.083949261
33281,RIPPLY3,-0.882413545,0.083963161
33282,FLNA,-0.872230525,0.083963161
33283,RAE1,-0.882413545,0.083963161
33284,PFN4,0.824457536,0.083971414
33285,SHISA2,0.819794733,0.083979825
33286,SPATA18,0.821171775,0.083979825
33301,OR8D1,-0.925936809,0.084054996
33302,MIR134,-0.946944102,0.084054996
33303,LRRC43,-0.925936809,0.084054996
33304,CA11,-0.822040613,0.084057465
33306,ADAM5,0.899520582,0.084069192
33307,MIR200CHG,-0.832585644,0.084106637
33308,ACO2,-0.832585644,0.084106637
33309,DNAJB6,0.823260563,0.084132734
33312,PXYLP1,0.814239773,0.084213471
33315,ZNF432,0.903864638,0.084299228
33317,KLK10,-0.877025157,0.084299228
33322,FYB1,0.826347827,0.084396151
33326,CBY1,-0.83492034,0.084405965
33327,CYB5RL,-0.83492034,0.084405965
33334,BASP1,0.804685724,0.084549349
33336,MIR4785,0.81433624,0.084553947
33337,LINC02685,-0.878179169,0.084555075
33339,ISL2,-0.8153487,0.084571168
33341,EFNA4,-0.827313921,0.084606631
33346,PMVK,-0.872068277,0.084660155
33347,GPR152,-0.887891377,0.08469305
33348,PSD2,-0.847491798,0.084721818
33349,COX17,0.822792179,0.084751502
33351,GGTLC1,-1.270678588,0.084764327
33352,NCOR1,-1.376207933,0.084764327
33353,H2BFS,-1.376207933,0.084764327
33355,LINC02540,0.915820341,0.084837568
33356,HK2,0.819023956,0.084882976
33357,CITED4,-0.815835767,0.084890246
33358,HCN4,-0.825898576,0.084941703
33359,INKA2-AS1,0.808407991,0.084983776
33361,HMGB2,0.799618237,0.084986866
33362,VAV3-AS1,0.807413236,0.084988048
33363,MGAT1,-0.921953963,0.084988074
33364,PDPR,-0.906217112,0.084988074
33369,CCDC179,-0.906217112,0.084988074
33375,GAR1,0.811190573,0.085052058
33376,PCGF2,-0.842757213,0.085066104
33377,ZMYND12,-0.842757213,0.085066104
33379,BTBD11,-0.868613154,0.085171809
33380,QSOX2,-0.83880238,0.08524609
33381,FATE1,-0.930206098,0.085301392
33382,LOC285000,-0.912099095,0.085301392
33383,MIR4713,-0.912099095,0.085301392
33384,FHL2,0.821377171,0.085391214
33385,STC2,-0.817038142,0.085405472
33386,DUS4L,0.810270384,0.085424466
33399,MTDH,0.808785237,0.085431981
33404,TMEM63C,-0.811638013,0.085467116
33405,SLC46A2,-0.860091829,0.085468239
33406,MIR3618,-0.868805064,0.085480694
33408,COL14A1,0.801865205,0.08549853
33410,AACS,0.81755891,0.085523759
33415,MIR136,-0.941331447,0.085607558
33416,MIR539,-0.962968884,0.085607558
33417,MRM1,-0.828684796,0.085608406
33419,LOC101929319,-1.015221685,0.085748357
33420,CST1,-1.049839336,0.085748357
33421,PSG8,-1.204067142,0.085777579
33422,FAM27E5,-1.137501541,0.085777579
33425,OR10H3,-1.204067142,0.085777579
33427,IQCF1,-1.137501541,0.085777579
33428,MIR761,-1.137501541,0.085777579
33430,C21orf59-TCP10L,0.824640277,0.085801494
33438,IL9,-0.957147502,0.085831593
33439,SMAD1-AS1,-0.957147502,0.085831593
33441,LOC102725191,-0.869031524,0.085831989
33447,RSRC1,0.805108769,0.085929157
33449,CACNA1F,-0.904578359,0.086012075
33450,LINC00870,-0.904578359,0.086012075
33455,GPC6,0.799876348,0.086039758
33456,LOC105747689,-0.844252117,0.086047627
33459,IP6K2,-0.820197163,0.086140574
33463,POLD2,0.813534588,0.086153157
33464,HPS5,0.812379335,0.086196945
33468,CDNF,0.805579636,0.086265382
33471,AMDHD2,-0.859792797,0.086358065
33473,TRPM4,-0.851137144,0.086358065
33480,ASB5,0.856416913,0.086363195
33481,EXTL1,-0.850423751,0.086363195
33483,LOC105372071,-0.909954875,0.086471149
33485,HTN1,0.948868744,0.086471149
33489,FAM86EP,-0.818807043,0.086480581
33492,PHF5A,-0.829467386,0.086513437
33493,ZNF621,0.813238106,0.086532725
33495,SNORA21,-0.868951639,0.086532888
33496,MST1P2,-0.868951639,0.086532888
33497,NTRK1,-0.840297639,0.086590692
33498,KCNJ2-AS1,0.799260713,0.086595207
33500,DCAF11,0.803905631,0.086620539
33501,LOC105370829,0.898605636,0.086698095
33502,C3orf80,0.802756873,0.086706261
33503,TACO1,-0.849348923,0.086716957
33504,CNOT3,0.80220183,0.086725741
33505,PRDM6,-0.80553431,0.086783397
33506,PDGFA,-0.815914478,0.086830738
33508,MBOAT1,-0.807233485,0.086872953
33513,VPS39,-0.851493038,0.086910372
33514,ELFN2,-0.851493038,0.086910372
33517,YIPF1,-0.838277559,0.086957246
33524,DRD5,-0.880778106,0.08699474
33526,ANLN,0.802631821,0.087068583
33530,EDC4,-0.856825778,0.087116208
33531,ADAM18,0.873630222,0.087194945
33538,LOC100288175,-0.837474449,0.087211439
33540,PLOD1,-0.850371399,0.087335687
33541,PGBD1,-0.850371399,0.087335687
33545,OR10G7,-0.951183147,0.087515016
33546,HCG9,-0.908002423,0.087537164
33547,LINC01782,0.927815946,0.087537164
33548,NPR3,-0.908002423,0.087537164
33549,NMNAT1,-0.842667558,0.0875722
33551,ZNF589,-0.835819649,0.0875722
33552,TMEM241,0.837663627,0.087704328
33562,TNFRSF14-AS1,-0.869116352,0.087708849
33563,GJD3,-0.842352649,0.087721819
33564,TPH2,0.810253228,0.08773822
33566,FAM166B,-0.849065757,0.087821287
33572,CAPN9,-0.904853723,0.087861947
33574,MIR127,-0.922303684,0.087861947
33576,MIR9903,-0.904853723,0.087861947
33577,DUSP10,-0.904853723,0.087861947
33584,IGBP1P1,-1.047969417,0.087941156
33585,DLEU7-AS1,-1.047969417,0.087941156
33586,MAPK6-DT,0.803550252,0.08794646
33587,SATB2,0.795546185,0.087950004
33589,HNRNPCL1,-1.383729343,0.087951019
33590,CGB8,-1.383729343,0.087951019
33591,OR11H6,1.021520958,0.087966075
33592,PEG3,-0.972002773,0.087966075
33593,RPL13P5,-0.972002773,0.087966075
33594,AA06,-0.972002773,0.087966075
33596,ZNF286A,0.848839425,0.087995395
33612,GADD45A,0.793047401,0.088018156
33615,E4F1,-0.819638959,0.088018883
33622,FANCD2,-0.847192726,0.088145605
33623,TCF4-AS1,-0.898701553,0.088157845
33625,EPGN,-0.840698305,0.088176623
33629,NUDT17,-0.848957537,0.088176623
33633,NTN1,0.828208188,0.088178823
33635,SNHG20,-0.835690292,0.088201137
33636,GPR50,0.800870367,0.088211095
33637,PRR5L,-0.914464796,0.088211693
33638,NBPF12,0.949644865,0.088211693
33639,GBP1P1,-0.914464796,0.088211693
33641,C15orf39,-0.814678381,0.088247539
33642,KRT7-AS,-0.88177047,0.088306554
33645,FABP5P3,0.818223875,0.088335818
33648,BTBD17,-0.809997438,0.088376891
33649,NOL3,-0.841724857,0.088416187
33651,PPP1R3A,-0.834606649,0.088416187
33653,HNRNPA3,0.795234214,0.088417773
33670,SBDSP1,0.806584402,0.08850368
33677,ITGA2,0.80146052,0.088523248
33683,LUC7L2,0.797281281,0.088552161
33684,LINC02123,0.827952459,0.088578189
33685,PCDH7,0.794444293,0.088584618
33689,LSM14B,0.811781787,0.088592007
33691,MIR4669,-0.876688708,0.088693419
33692,SH2D2A,-0.865389092,0.088693419
33697,LINC00240,0.876675193,0.088703419
33698,ELMOD2,0.793656192,0.088721285
33699,LOC101928674,-0.809129832,0.088743112
33700,DHRS4,0.834811046,0.088753955
33706,ITGA3,-0.815174252,0.088765289
33707,LRRK1,-0.820937231,0.088769531
33708,TRAPPC6B,0.803585328,0.088893041
33712,RBM46,-0.846043433,0.08893378
33713,TMEM184A,-0.862441818,0.088977748
33714,LINC02423,-0.945953798,0.088986063
33715,GLDN,-0.923296923,0.088986063
33717,MIR221,-0.923296923,0.088986063
33723,TYW1B,0.805352238,0.088998514
33727,BRAP,-0.834555872,0.089017068
33729,MIR141,-0.821475111,0.089046009
33730,PTK6,-0.839167971,0.089078845
33732,GPR6,0.807835358,0.089083525
33733,EIF3J-DT,0.80087966,0.089089316
33735,DTX3,-0.830211034,0.089108053
33738,COX6A1,-0.819043745,0.089111182
33739,ATF6B,-0.811032163,0.089128592
33741,PTENP1,0.86619488,0.089213594
33743,PEX13,0.803776508,0.089293868
33744,CEP44,0.792473083,0.089353035
33745,MRPL37,-0.822153869,0.089368036
33748,R3HDM2,-0.877767885,0.089398604
33750,USE1,-0.835133406,0.089403447
33752,SLC11A2,-0.944792407,0.089404487
33753,LINC01752,-0.944792407,0.089404487
33754,C20orf187,-0.944792407,0.089404487
33756,MIR1206,-0.969806329,0.089404487
33758,ZMYND8,-0.815935158,0.089446712
33774,PPM1B,0.790702964,0.089525468
33775,SYCE3,-0.828337735,0.089542125
33776,WIF1,0.812013988,0.089549837
33788,TSPOAP1,-0.824908038,0.08957055
33796,THADA,0.808489704,0.089603624
33807,SNTG2-AS1,-0.811267871,0.089683206
33808,LOC100130298,-0.928216913,0.089780161
33809,GALNTL5,-0.928216913,0.089780161
33812,CSNK1A1P1,-0.928216913,0.089780161
33813,CPTP,-0.825695621,0.089782588
33814,CASP6,0.797175786,0.08978376
33817,MIR4444-2,0.791785535,0.089785824
33818,MIR4444-1,0.791785535,0.089785824
33824,PCP4L1,-0.825538766,0.089887479
33825,TGFBR3L,-0.822938861,0.089895998
33826,LZIC,-0.833334096,0.089896748
33829,RIPPLY1,0.844009834,0.089896748
33833,RNF139-AS1,0.796181972,0.08990261
33839,MCU,0.805263034,0.089982595
33840,ATRX,0.81392592,0.090024628
33845,FPGS,-0.818506461,0.090154574
33847,TEK,-0.837168858,0.090164595
33850,VSX2,-0.843620378,0.090183728
33851,CHCHD4,0.795063226,0.090200799
33853,FHOD3,0.794267855,0.090206243
33856,BASP1-AS1,0.790212452,0.090230166
33859,C11orf21,-0.893147884,0.090233848
33861,METTL9,-0.996098292,0.090237606
33863,CCDC80,0.805218269,0.090255463
33866,DBX1,-0.810414038,0.0902676
33867,LINC00560,0.915160778,0.090323843
33868,FLJ34503,-0.898079971,0.090323843
33869,STK35,0.803504472,0.090327392
33871,MIR6504,-0.861736758,0.09034792
33872,SCD5,0.801911228,0.090394239
33873,EXOC6B,0.798724183,0.090439397
33881,C16orf92,-0.83131421,0.090448237
33886,STAG2,0.787511685,0.090513867
33887,CSRP3,-0.992668885,0.090571811
33889,LINC00407,-0.992668885,0.090571811
33890,C1orf158,-1.029971951,0.090571811
33891,LOC101927178,-0.992668885,0.090571811
33893,SNX2,0.790682351,0.090634315
33894,LUZP1,-0.809611626,0.090664136
33896,SEPTIN5,-0.852828222,0.090712309
33897,PCDHGB4,-1.040314654,0.090715592
33898,SIRPG,-1.040314654,0.090715592
33899,RNF17,-1.040314654,0.090715592
33906,MIR3689C,-1.040314654,0.090715592
33909,SCEL,-0.865360083,0.090762313
33910,KCNE3,-0.853788571,0.090762313
33914,ADCK5,-0.808663529,0.09076689
33915,JAG1,0.788894052,0.090796624
33916,KMT2D,-0.850763708,0.090850716
33917,UBOX5,-0.850763708,0.090850716
33919,FASTKD5,-0.850763708,0.090850716
33921,OR5T1,0.952663144,0.090850752
33922,HPGDS,-0.90677489,0.090850752
33923,SLC29A3,-0.821456853,0.090889009
33928,RARA-AS1,0.809036906,0.090908569
33929,RDX,0.791369813,0.090917812
33939,P2RX2,-0.861871681,0.090947031
33948,LOC101928134,0.811260523,0.090957769
33954,DMRT1,-0.811844611,0.091039698
33957,MIR196A2,-0.873434097,0.091212881
33958,COPS5,0.809902657,0.091277179
33959,LINC01264,0.849690794,0.091322671
33960,TMEM43,0.793266792,0.091333372
33961,LINC02534,0.85643358,0.091409217
33963,DCHS1,0.804120885,0.091425201
33964,OR14C36,0.93577861,0.091431891
33969,FSTL1,0.796655363,0.091473378
33970,LOC101927190,-0.851670007,0.091511351
33971,EN1,-0.809342647,0.091528599
33972,FBXO8,0.787058907,0.091530011
33973,CYLD,0.794730969,0.091530816
33974,EPHA2,-0.817521512,0.091537304
33976,ABHD5,0.798016411,0.091558128
33977,OR52H1,0.85862531,0.091616643
33978,B9D1,0.795687068,0.091636255
33979,LOC728485,0.841013917,0.091648807
33980,RGS5,-0.802941517,0.091727791
33983,PPIL6,0.792220976,0.091736173
33988,DUSP9,-0.834734583,0.091772342
33989,LINC00909,0.792115482,0.091802483
34000,SLC25A44,-0.818376948,0.091840278
34003,POLR2L,-0.807527188,0.091978668
34004,COG1,-0.804343113,0.092014685
34005,RAB5B,0.786901071,0.092026695
34006,LMNB1,0.784522645,0.092026961
